datetime,Coxs bazar,Bandarban,Chattogram,Rangamati,Khagrachari,Feni,Chandpur,Cumilla,Brahmanbaria,Kishoreganj,Gazipur,Tangail,Dhaka,Faridpur,Gopalganj,Barishal,Barguna,Pirojpur,Khulna,Jashore,Jhenaidah,Meherpur,Pabna,Rajshahi,Bogura,Naogaon,Dinajpur,Panchagarh,Rangpur,Gaibandha,Sherpur,Mymensingh,Sunamganj,Sylhet,Moulvibajar,Habiganj
30/04/2015 01:00,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,1,1,2,3,1,3,3,1,4,1,1,1,2,2,2,2,2,1,1,1,1
30/04/2015 02:00,2,2,2,2,1,1,1,1,1,1,2,2,2,1,3,1,1,2,3,1,3,3,1,3,1,2,1,2,2,2,2,2,1,1,1,1
30/04/2015 03:00,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,3,1,3,3,1,3,2,1,2,2,2,2,2,2,1,1,1,1
30/04/2015 04:00,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,2,2,1,3,3,1,3,1,2,1,2,2,2,2,2,1,1,1,1
30/04/2015 05:00,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,1,1,2,3,1,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1
30/04/2015 06:00,2,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,1,2,1,3,3,1,3,1,2,1,2,2,2,2,2,1,1,1,1
30/04/2015 07:00,2,2,2,2,3,3,3,1,3,2,2,2,2,2,2,2,2,2,3,1,3,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1
30/04/2015 08:00,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,1,3,3,1,3,2,1,2,2,2,2,2,2,1,1,1,1
30/04/2015 09:00,2,2,2,2,2,2,2,0,2,2,1,1,1,3,3,3,3,1,3,1,3,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1
30/04/2015 10:00,2,2,2,2,1,1,1,1,1,2,2,2,2,4,3,4,4,1,3,2,3,3,1,3,2,1,2,2,2,2,2,2,1,1,1,1
30/04/2015 11:00,2,2,2,2,1,1,1,1,1,2,1,1,1,5,3,5,5,1,3,2,3,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1
30/04/2015 12:00,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,4,1,3,2,3,3,2,4,2,1,2,2,2,2,2,2,1,1,1,1
30/04/2015 13:00,2,2,2,2,1,1,1,1,1,2,1,1,1,5,3,5,5,1,4,2,3,3,2,4,2,2,2,2,2,2,2,2,1,1,1,1
30/04/2015 14:00,2,2,2,2,1,1,1,1,1,2,1,1,1,5,3,5,5,1,3,2,3,3,2,5,2,1,2,2,2,2,2,2,1,1,1,1
30/04/2015 15:00,2,2,2,2,1,1,1,1,1,1,1,1,1,6,3,6,6,2,3,3,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2
30/04/2015 16:00,3,3,3,3,1,1,1,1,1,1,2,2,2,6,3,6,6,2,3,3,3,3,3,6,2,1,2,3,3,3,3,3,2,2,2,2
30/04/2015 17:00,3,3,3,3,1,1,1,1,1,1,2,2,2,6,2,6,6,2,3,3,2,2,3,6,2,2,2,3,3,3,3,3,2,2,2,2
30/04/2015 18:00,3,3,3,3,1,1,1,1,1,1,2,2,2,6,2,6,6,3,4,3,3,3,3,5,2,2,2,3,3,3,3,3,2,2,2,2
30/04/2015 19:00,3,3,3,3,1,1,1,1,1,0,2,2,2,7,1,7,7,3,4,3,2,2,3,6,3,2,3,3,3,3,3,3,1,1,1,1
30/04/2015 20:00,3,3,3,3,1,1,1,1,1,1,2,2,2,7,1,7,7,3,4,4,2,2,3,5,3,2,3,3,3,3,3,3,1,1,1,1
30/04/2015 21:00,3,3,3,3,1,1,1,1,1,1,2,2,2,6,2,6,6,3,3,3,2,2,4,5,3,1,3,3,3,3,3,3,1,1,1,1
30/04/2015 22:00,3,3,3,3,1,1,1,1,1,1,1,1,1,7,1,7,7,4,4,4,2,2,4,4,3,2,3,3,3,3,3,3,1,1,1,1
30/04/2015 23:00,3,3,3,3,1,1,1,1,1,1,1,1,1,6,1,6,6,4,4,4,3,3,5,3,3,1,3,3,3,3,3,3,1,1,1,1
01/05/2015 00:00,3,3,3,3,1,1,1,1,1,1,1,1,1,6,2,6,6,4,4,4,3,3,4,4,3,1,3,3,3,3,3,3,1,1,1,1
01/05/2015 01:00,3,3,3,3,1,1,1,0,1,1,1,1,1,5,2,5,5,4,3,4,3,3,5,3,3,1,3,3,3,3,3,3,1,1,1,1
01/05/2015 02:00,2,2,2,2,1,1,1,1,1,2,0,0,0,5,2,5,5,3,3,4,3,3,4,3,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 03:00,2,2,2,2,1,1,1,1,1,2,1,1,1,4,2,4,4,3,3,4,3,3,5,3,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 04:00,2,2,2,2,0,0,0,1,0,2,0,0,0,4,3,4,4,3,3,4,3,3,4,4,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 05:00,2,2,2,2,1,1,1,1,1,2,0,0,0,3,3,3,3,3,3,4,3,3,4,4,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 06:00,2,2,2,2,0,0,0,1,0,2,0,0,0,2,3,2,2,2,3,4,3,3,4,4,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 07:00,2,2,2,2,1,1,1,1,1,2,1,1,1,2,3,2,2,2,3,4,2,2,4,4,2,1,2,2,2,2,2,2,1,1,1,1
01/05/2015 08:00,1,1,1,1,0,0,0,1,0,2,1,1,1,1,3,1,1,1,3,3,2,2,5,4,2,1,2,1,1,1,1,1,1,1,1,1
01/05/2015 09:00,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,4,3,3,5,4,2,1,2,1,1,1,1,1,1,1,1,1
01/05/2015 10:00,1,1,1,1,0,0,0,1,0,1,1,1,1,1,3,1,1,1,3,3,2,2,5,4,2,1,2,1,1,1,1,1,1,1,1,1
01/05/2015 11:00,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,1,1,3,4,3,3,5,4,2,1,2,1,1,1,1,1,1,1,1,1
01/05/2015 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,4,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1
01/05/2015 13:00,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,2,2,4,3,3,5,4,2,1,2,1,1,1,1,1,1,1,1,1
01/05/2015 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,4,3,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1
01/05/2015 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,2,4,3,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1
01/05/2015 16:00,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,2,2,2,2,4,3,3,6,4,1,1,1,0,0,0,0,0,2,2,2,2
01/05/2015 17:00,0,0,0,0,1,1,1,1,1,2,2,2,2,2,4,2,2,2,2,4,3,3,6,4,1,1,1,0,0,0,0,0,2,2,2,2
01/05/2015 18:00,0,0,0,0,1,1,1,1,1,1,2,2,2,2,4,2,2,2,2,4,3,3,6,4,1,1,1,0,0,0,0,0,2,2,2,2
01/05/2015 19:00,0,0,0,0,1,1,1,1,1,2,1,1,1,2,5,2,2,3,2,4,3,3,6,4,1,2,1,0,0,0,0,0,1,1,1,1
01/05/2015 20:00,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,2,2,3,2,4,4,4,6,4,1,2,1,1,1,1,1,1,1,1,1,1
01/05/2015 21:00,1,1,1,1,1,1,1,2,1,2,2,2,2,1,4,1,1,2,2,4,3,3,5,3,1,2,1,1,1,1,1,1,1,1,1,1
01/05/2015 22:00,1,1,1,1,1,1,1,2,1,2,2,2,2,1,5,1,1,2,2,4,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1
01/05/2015 23:00,1,1,1,1,1,1,1,2,1,2,2,2,2,1,5,1,1,2,2,3,3,3,3,3,0,2,0,1,1,1,1,1,1,1,1,1
02/05/2015 00:00,1,1,1,1,2,2,2,2,2,1,2,2,2,1,5,1,1,2,1,3,3,3,4,3,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 01:00,1,1,1,1,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,3,3,3,2,2,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 02:00,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,3,3,3,2,2,1,3,1,2,2,2,2,2,1,1,1,1
02/05/2015 03:00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,3,3,3,3,2,1,3,1,2,2,2,2,2,1,1,1,1
02/05/2015 04:00,1,1,1,1,3,3,3,2,3,1,3,3,3,1,4,1,1,1,1,3,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 05:00,1,1,1,1,3,3,3,2,3,1,3,3,3,2,4,2,2,1,1,2,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 06:00,1,1,1,1,2,2,2,2,2,1,2,2,2,1,4,1,1,1,1,2,3,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 07:00,1,1,1,1,3,3,3,2,3,1,2,2,2,2,4,2,2,1,1,2,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1,1
02/05/2015 08:00,0,0,0,0,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,2,3,3,3,2,0,3,0,0,0,0,0,0,1,1,1,1
02/05/2015 09:00,0,0,0,0,2,2,2,2,2,1,2,2,2,2,4,2,2,1,1,2,3,3,3,3,1,2,1,0,0,0,0,0,1,1,1,1
02/05/2015 10:00,0,0,0,0,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,2,3,3,3,3,0,2,0,0,0,0,0,0,1,1,1,1
02/05/2015 11:00,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,1,2,1,0,0,0,0,0,1,1,1,1
02/05/2015 12:00,0,0,0,0,2,2,2,1,2,1,1,1,1,2,4,2,2,1,1,2,3,3,4,3,1,2,1,0,0,0,0,0,1,1,1,1
02/05/2015 13:00,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,3,3,4,4,1,2,1,0,0,0,0,0,1,1,1,1
02/05/2015 14:00,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,1,1,1,3,3,4,4,1,1,1,1,1,1,1,1,2,2,2,2
02/05/2015 15:00,1,1,1,1,2,2,2,1,2,1,2,2,2,3,4,3,3,1,1,1,3,3,3,4,1,2,1,1,1,1,1,1,2,2,2,2
02/05/2015 16:00,1,1,1,1,2,2,2,1,2,1,2,2,2,3,4,3,3,1,1,2,3,3,4,4,1,1,1,1,1,1,1,1,2,2,2,2
02/05/2015 17:00,1,1,1,1,3,3,3,1,3,1,3,3,3,3,4,3,3,1,2,1,3,3,4,4,2,2,2,1,1,1,1,1,3,3,3,3
02/05/2015 18:00,1,1,1,1,3,3,3,1,3,2,2,2,2,3,4,3,3,1,2,1,2,2,3,5,1,2,1,1,1,1,1,1,3,3,3,3
02/05/2015 19:00,1,1,1,1,3,3,3,1,3,1,3,3,3,3,4,3,3,1,2,1,2,2,3,5,2,2,2,1,1,1,1,1,3,3,3,3
02/05/2015 20:00,1,1,1,1,3,3,3,1,3,2,3,3,3,3,4,3,3,1,2,1,2,2,3,5,2,3,2,1,1,1,1,1,3,3,3,3
02/05/2015 21:00,1,1,1,1,4,4,4,1,4,1,3,3,3,3,4,3,3,1,2,1,2,2,2,5,2,2,2,1,1,1,1,1,2,2,2,2
02/05/2015 22:00,0,0,0,0,4,4,4,1,4,1,3,3,3,3,4,3,3,1,2,1,2,2,2,5,2,3,2,0,0,0,0,0,2,2,2,2
02/05/2015 23:00,1,1,1,1,4,4,4,1,4,1,3,3,3,2,4,2,2,1,2,1,2,2,2,5,2,2,2,1,1,1,1,1,1,1,1,1
03/05/2015 00:00,0,0,0,0,4,4,4,1,4,1,3,3,3,4,4,4,4,1,2,1,2,2,2,5,2,2,2,0,0,0,0,0,1,1,1,1
03/05/2015 01:00,0,0,0,0,4,4,4,1,4,1,3,3,3,3,4,3,3,1,2,1,2,2,2,5,2,2,2,0,0,0,0,0,1,1,1,1
03/05/2015 02:00,0,0,0,0,4,4,4,1,4,1,4,4,4,3,3,3,3,1,2,1,2,2,2,5,2,2,2,0,0,0,0,0,1,1,1,1
03/05/2015 03:00,0,0,0,0,3,3,3,3,3,1,4,4,4,3,5,3,3,1,2,1,2,2,1,5,1,2,1,0,0,0,0,0,2,2,2,2
03/05/2015 04:00,1,1,1,1,3,3,3,2,3,1,4,4,4,4,3,4,4,1,2,1,2,2,2,4,2,2,2,1,1,1,1,1,2,2,2,2
03/05/2015 05:00,1,1,1,1,2,2,2,3,2,1,4,4,4,3,4,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 06:00,1,1,1,1,2,2,2,1,2,1,4,4,4,3,4,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 07:00,1,1,1,1,2,2,2,3,2,1,4,4,4,3,5,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 08:00,0,0,0,0,1,1,1,2,1,1,4,4,4,3,5,3,3,1,2,1,1,1,1,4,1,1,1,0,0,0,0,0,2,2,2,2
03/05/2015 09:00,1,1,1,1,1,1,1,2,1,1,4,4,4,4,5,4,4,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,2
03/05/2015 10:00,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 11:00,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,3,3,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 12:00,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,3,3,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
03/05/2015 13:00,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1
03/05/2015 14:00,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,2,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1
03/05/2015 15:00,1,1,1,1,1,1,1,1,1,1,4,4,4,5,3,5,5,1,3,2,2,2,2,5,1,3,1,1,1,1,1,1,2,2,2,2
03/05/2015 16:00,1,1,1,1,1,1,1,1,1,1,4,4,4,5,3,5,5,2,3,2,2,2,2,6,1,2,1,1,1,1,1,1,2,2,2,2
03/05/2015 17:00,1,1,1,1,2,2,2,2,2,1,5,5,5,5,2,5,5,2,3,2,2,2,3,6,1,3,1,1,1,1,1,1,3,3,3,3
03/05/2015 18:00,1,1,1,1,1,1,1,2,1,1,5,5,5,5,3,5,5,2,3,2,2,2,2,6,1,3,1,1,1,1,1,1,3,3,3,3
03/05/2015 19:00,1,1,1,1,2,2,2,2,2,1,5,5,5,5,2,5,5,2,4,3,3,3,3,6,1,4,1,1,1,1,1,1,3,3,3,3
03/05/2015 20:00,2,2,2,2,2,2,2,2,2,1,6,6,6,5,2,5,5,2,4,3,3,3,3,6,1,4,1,2,2,2,2,2,3,3,3,3
03/05/2015 21:00,2,2,2,2,2,2,2,2,2,1,6,6,6,5,3,5,5,2,4,2,3,3,3,6,1,4,1,2,2,2,2,2,2,2,2,2
03/05/2015 22:00,1,1,1,1,2,2,2,2,2,1,6,6,6,5,3,5,5,2,4,2,3,3,2,6,2,4,2,1,1,1,1,1,1,1,1,1
03/05/2015 23:00,1,1,1,1,2,2,2,3,2,1,6,6,6,5,4,5,5,2,4,2,3,3,2,6,1,4,1,1,1,1,1,1,1,1,1,1
04/05/2015 00:00,1,1,1,1,1,1,1,2,1,1,5,5,5,5,3,5,5,2,3,2,3,3,2,6,2,4,2,1,1,1,1,1,1,1,1,1
04/05/2015 01:00,1,1,1,1,2,2,2,2,2,1,6,6,6,4,4,4,4,2,3,2,3,3,2,6,2,4,2,1,1,1,1,1,1,1,1,1
04/05/2015 02:00,1,1,1,1,2,2,2,2,2,1,5,5,5,5,3,5,5,2,3,2,2,2,2,6,2,4,2,1,1,1,1,1,1,1,1,1
04/05/2015 03:00,1,1,1,1,2,2,2,3,2,1,5,5,5,4,3,4,4,1,3,2,2,2,1,6,1,3,1,1,1,1,1,1,1,1,1,1
04/05/2015 04:00,1,1,1,1,1,1,1,2,1,0,5,5,5,5,3,5,5,2,3,2,2,2,2,5,2,3,2,1,1,1,1,1,1,1,1,1
04/05/2015 05:00,1,1,1,1,1,1,1,2,1,0,5,5,5,5,2,5,5,1,3,2,2,2,1,5,2,3,2,1,1,1,1,1,1,1,1,1
04/05/2015 06:00,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,4,4,2,3,2,2,2,3,5,2,3,2,1,1,1,1,1,1,1,1,1
04/05/2015 07:00,1,1,1,1,1,1,1,2,1,1,5,5,5,4,2,4,4,1,3,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1
04/05/2015 08:00,1,1,1,1,2,2,2,2,2,1,5,5,5,4,3,4,4,1,3,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1
04/05/2015 09:00,1,1,1,1,1,1,1,2,1,1,4,4,4,4,3,4,4,1,3,2,2,2,2,6,1,3,1,1,1,1,1,1,1,1,1,1
04/05/2015 10:00,1,1,1,1,2,2,2,1,2,1,5,5,5,4,3,4,4,2,3,1,2,2,3,6,1,2,1,1,1,1,1,1,1,1,1,1
04/05/2015 11:00,1,1,1,1,2,2,2,1,2,1,4,4,4,4,4,4,4,2,3,2,2,2,3,6,1,3,1,1,1,1,1,1,1,1,1,1
04/05/2015 12:00,1,1,1,1,2,2,2,1,2,1,5,5,5,4,3,4,4,2,3,1,2,2,3,6,2,3,2,1,1,1,1,1,1,1,1,1
04/05/2015 13:00,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,3,2,2,2,3,6,1,3,1,1,1,1,1,1,1,1,1,1
04/05/2015 14:00,2,2,2,2,1,1,1,1,1,1,5,5,5,4,4,4,4,2,4,2,3,3,3,7,2,4,2,2,2,2,2,2,1,1,1,1
04/05/2015 15:00,2,2,2,2,1,1,1,1,1,1,5,5,5,4,4,4,4,2,4,2,3,3,3,7,2,4,2,2,2,2,2,2,1,1,1,1
04/05/2015 16:00,2,2,2,2,1,1,1,1,1,2,5,5,5,4,4,4,4,2,4,2,3,3,3,8,2,5,2,2,2,2,2,2,2,2,2,2
04/05/2015 17:00,3,3,3,3,1,1,1,2,1,2,5,5,5,4,4,4,4,3,4,2,4,4,3,8,3,5,3,3,3,3,3,3,2,2,2,2
04/05/2015 18:00,3,3,3,3,3,3,3,2,3,2,5,5,5,5,3,5,5,2,3,2,3,3,3,8,3,5,3,3,3,3,3,3,2,2,2,2
04/05/2015 19:00,3,3,3,3,2,2,2,2,2,2,6,6,6,5,3,5,5,2,4,2,4,4,3,8,3,6,3,3,3,3,3,3,2,2,2,2
04/05/2015 20:00,3,3,3,3,3,3,3,3,3,2,6,6,6,5,3,5,5,2,3,2,4,4,3,8,3,6,3,3,3,3,3,3,2,2,2,2
04/05/2015 21:00,3,3,3,3,2,2,2,2,2,2,6,6,6,4,3,4,4,2,3,2,4,4,2,7,3,4,3,3,3,3,3,3,2,2,2,2
04/05/2015 22:00,3,3,3,3,4,4,4,3,4,2,6,6,6,5,3,5,5,2,3,2,4,4,2,7,3,6,3,3,3,3,3,3,2,2,2,2
04/05/2015 23:00,3,3,3,3,3,3,3,3,3,2,6,6,6,5,3,5,5,2,2,2,4,4,2,7,3,4,3,3,3,3,3,3,1,1,1,1
05/05/2015 00:00,3,3,3,3,3,3,3,3,3,2,6,6,6,5,2,5,5,2,2,2,3,3,3,6,4,5,4,3,3,3,3,3,1,1,1,1
05/05/2015 01:00,3,3,3,3,2,2,2,3,2,2,6,6,6,5,2,5,5,2,2,2,3,3,2,5,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 02:00,3,3,3,3,2,2,2,3,2,2,5,5,5,5,2,5,5,2,1,2,3,3,2,5,4,3,4,3,3,3,3,3,1,1,1,1
05/05/2015 03:00,3,3,3,3,2,2,2,2,2,1,5,5,5,4,3,4,4,2,1,2,3,3,3,5,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 04:00,3,3,3,3,1,1,1,2,1,1,5,5,5,5,2,5,5,2,1,2,2,2,3,4,4,3,4,3,3,3,3,3,1,1,1,1
05/05/2015 05:00,3,3,3,3,1,1,1,2,1,1,5,5,5,4,2,4,4,2,1,2,2,2,4,4,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 06:00,3,3,3,3,1,1,1,2,1,1,5,5,5,5,2,5,5,2,2,2,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 07:00,3,3,3,3,1,1,1,2,1,1,5,5,5,4,3,4,4,1,1,2,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 08:00,3,3,3,3,1,1,1,2,1,1,5,5,5,4,2,4,4,1,2,2,3,3,3,4,3,3,3,3,3,3,3,3,1,1,1,1
05/05/2015 09:00,3,3,3,3,1,1,1,2,1,1,5,5,5,4,3,4,4,1,2,1,3,3,3,5,2,2,2,3,3,3,3,3,1,1,1,1
05/05/2015 10:00,2,2,2,2,1,1,1,2,1,1,5,5,5,4,3,4,4,1,2,1,3,3,2,5,2,3,2,2,2,2,2,2,1,1,1,1
05/05/2015 11:00,2,2,2,2,1,1,1,2,1,1,5,5,5,4,3,4,4,1,2,1,3,3,2,5,2,2,2,2,2,2,2,2,1,1,1,1
05/05/2015 12:00,2,2,2,2,1,1,1,2,1,1,6,6,6,4,4,4,4,1,2,2,4,4,3,5,2,2,2,2,2,2,2,2,1,1,1,1
05/05/2015 13:00,2,2,2,2,1,1,1,1,1,2,5,5,5,4,4,4,4,2,2,1,3,3,2,5,2,2,2,2,2,2,2,2,1,1,1,1
05/05/2015 14:00,2,2,2,2,1,1,1,1,1,2,6,6,6,4,4,4,4,2,2,1,4,4,3,5,2,2,2,2,2,2,2,2,1,1,1,1
05/05/2015 15:00,2,2,2,2,2,2,2,2,2,2,6,6,6,5,5,5,5,2,3,2,4,4,2,5,2,2,2,2,2,2,2,2,1,1,1,1
05/05/2015 16:00,1,1,1,1,2,2,2,1,2,2,7,7,7,5,5,5,5,2,3,2,4,4,2,6,2,2,2,1,1,1,1,1,1,1,1,1
05/05/2015 17:00,1,1,1,1,2,2,2,2,2,2,7,7,7,5,6,5,5,2,3,3,4,4,2,6,2,2,2,1,1,1,1,1,1,1,1,1
05/05/2015 18:00,1,1,1,1,2,2,2,1,2,2,7,7,7,5,6,5,5,2,3,3,4,4,3,6,2,2,2,1,1,1,1,1,1,1,1,1
05/05/2015 19:00,1,1,1,1,3,3,3,1,3,2,8,8,8,5,6,5,5,2,3,3,4,4,2,6,2,2,2,1,1,1,1,1,2,2,2,2
05/05/2015 20:00,1,1,1,1,3,3,3,1,3,3,8,8,8,5,6,5,5,2,4,4,4,4,2,6,2,2,2,1,1,1,1,1,2,2,2,2
05/05/2015 21:00,1,1,1,1,3,3,3,1,3,3,8,8,8,5,6,5,5,2,3,3,4,4,2,5,2,1,2,1,1,1,1,1,2,2,2,2
05/05/2015 22:00,1,1,1,1,3,3,3,1,3,3,9,9,9,5,6,5,5,2,3,3,4,4,2,5,2,1,2,1,1,1,1,1,2,2,2,2
05/05/2015 23:00,1,1,1,1,3,3,3,1,3,3,9,9,9,5,6,5,5,2,3,3,4,4,2,5,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 00:00,1,1,1,1,3,3,3,1,3,2,8,8,8,4,6,4,4,2,3,3,4,4,2,4,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 01:00,1,1,1,1,3,3,3,1,3,2,9,9,9,4,6,4,4,1,2,3,4,4,2,4,2,0,2,1,1,1,1,1,1,1,1,1
06/05/2015 02:00,1,1,1,1,3,3,3,1,3,2,8,8,8,3,6,3,3,1,2,2,4,4,2,4,2,0,2,1,1,1,1,1,1,1,1,1
06/05/2015 03:00,1,1,1,1,3,3,3,1,3,2,8,8,8,3,5,3,3,1,2,2,3,3,1,4,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 04:00,1,1,1,1,3,3,3,1,3,1,8,8,8,2,5,2,2,1,1,2,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1
06/05/2015 05:00,1,1,1,1,3,3,3,1,3,1,8,8,8,1,5,1,1,1,2,1,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1
06/05/2015 06:00,1,1,1,1,2,2,2,1,2,1,7,7,7,2,5,2,2,1,1,1,3,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 07:00,1,1,1,1,3,3,3,1,3,1,7,7,7,2,4,2,2,1,2,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1
06/05/2015 08:00,1,1,1,1,2,2,2,1,2,1,6,6,6,2,4,2,2,1,2,1,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 09:00,1,1,1,1,3,3,3,1,3,1,7,7,7,2,5,2,2,1,2,1,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 10:00,1,1,1,1,2,2,2,1,2,1,5,5,5,3,4,3,3,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 11:00,1,1,1,1,2,2,2,1,2,1,5,5,5,3,5,3,3,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1
06/05/2015 12:00,1,1,1,1,2,2,2,1,2,1,6,6,6,3,5,3,3,1,1,1,3,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1
06/05/2015 13:00,1,1,1,1,2,2,2,1,2,1,5,5,5,3,5,3,3,1,2,1,3,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1
06/05/2015 14:00,2,2,2,2,2,2,2,1,2,1,6,6,6,4,5,4,4,1,1,1,3,3,1,3,3,1,3,2,2,2,2,2,1,1,1,1
06/05/2015 15:00,2,2,2,2,2,2,2,1,2,1,5,5,5,5,5,5,5,1,1,2,2,2,2,2,3,2,3,2,2,2,2,2,1,1,1,1
06/05/2015 16:00,2,2,2,2,2,2,2,2,2,1,6,6,6,5,5,5,5,1,1,2,2,2,2,3,3,2,3,2,2,2,2,2,1,1,1,1
06/05/2015 17:00,1,1,1,1,3,3,3,2,3,1,6,6,6,5,6,5,5,1,1,3,2,2,2,3,3,2,3,1,1,1,1,1,0,0,0,0
06/05/2015 18:00,1,1,1,1,2,2,2,2,2,1,6,6,6,5,6,5,5,2,1,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1
06/05/2015 19:00,1,1,1,1,3,3,3,2,3,0,6,6,6,6,6,6,6,2,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1
06/05/2015 20:00,0,0,0,0,3,3,3,2,3,0,6,6,6,7,7,7,7,2,1,3,3,3,2,2,2,2,2,0,0,0,0,0,1,1,1,1
06/05/2015 21:00,0,0,0,0,3,3,3,2,3,1,6,6,6,6,6,6,6,1,1,3,3,3,2,2,2,2,2,0,0,0,0,0,1,1,1,1
